pokemon,lvl,move,type,power,accuracy,crit
Gyarados,20.0,Bite,Dark,60,1.0,False
Gyarados,35.0,Twister,Dragon,40,1.0,False
Gyarados,40.0,Hydro Pump,Water,120,0.8,False
Gyarados,50.0,Hyper Beam,Normal,75,0.9,False
Gyarados,,Surf,Water,95,1.0,False
Gyarados,,Strength,Normal,80,1.0,False
Gyarados,,Whirlpool,Water,15,0.7,False
Gyarados,,Waterfall,Water,80,1.0,False
Gyarados,,Headbutt,Normal,70,1.0,False
Gyarados,,Zap Cannon,Electric,100,0.5,False
Gyarados,,Rock Smash,Fighting,20,1.0,False
Gyarados,,Hidden Power,Normal,60,1.0,False
Gyarados,,Snore,Normal,40,1.0,False
Gyarados,,Blizzard,Ice,120,0.7,False
Gyarados,,Icy Wind,Ice,55,0.95,False
Gyarados,,DragonBreath,Dragon,60,1.0,False
Gyarados,,Thunder,Electric,120,0.7,False
Gyarados,,Return,Normal,102,1.0,False
Gyarados,,Fire Blast,Fire,120,0.85,False
Lapras,1.0,Water Gun,Water,40,1.0,False
Lapras,15.0,Body Slam,Normal,85,1.0,False
Lapras,36.0,Ice Beam,Ice,95,1.0,False
Lapras,57.0,Hydro Pump,Water,120,0.8,False
Lapras,,Surf,Water,95,1.0,False
Lapras,,Strength,Normal,80,1.0,False
Lapras,,Whirlpool,Water,15,0.7,False
Lapras,,Headbutt,Normal,70,1.0,False
Lapras,,Zap Cannon,Electric,100,0.5,False
Lapras,,Rock Smash,Fighting,20,1.0,False
Lapras,,Hidden Power,Normal,60,1.0,False
Lapras,,Snore,Normal,40,1.0,False
Lapras,,Blizzard,Ice,120,0.7,False
Lapras,,Hyper Beam,Normal,75,0.9,False
Lapras,,Icy Wind,Ice,55,0.95,False
Lapras,,Iron Tail,Steel,100,0.75,False
Lapras,,DragonBreath,Dragon,60,1.0,False
Lapras,,Thunder,Electric,120,0.7,False
Lapras,,Return,Normal,102,1.0,False
Lapras,,Psychic,Psychic,90,1.0,False
Ditto,0.0,Struggle,Normal,1,1.0,False
Eevee,1.0,Tackle,Normal,35,0.95,False
Eevee,23.0,Quick Attack,Normal,40,1.0,False
Eevee,30.0,Bite,Dark,60,1.0,False
Eevee,,Headbutt,Normal,70,1.0,False
Eevee,,Hidden Power,Normal,60,1.0,False
Eevee,,Snore,Normal,40,1.0,False
Eevee,,Iron Tail,Steel,100,0.75,False
Eevee,,Return,Normal,102,1.0,False
Eevee,,Shadow Ball,Ghost,80,1.0,False
Eevee,,Mud-Slap,Ground,20,1.0,False
Eevee,,Swift,Normal,60,1.0,False
Vaporeon,1.0,Tackle,Normal,35,0.95,False
Vaporeon,16.0,Water Gun,Water,40,1.0,False
Vaporeon,23.0,Quick Attack,Normal,40,1.0,False
Vaporeon,30.0,Bite,Dark,60,1.0,False
Vaporeon,36.0,Aurora Beam,Ice,65,1.0,False
Vaporeon,52.0,Hydro Pump,Water,120,0.8,False
Vaporeon,,Surf,Water,95,1.0,False
Vaporeon,,Whirlpool,Water,15,0.7,False
Vaporeon,,Waterfall,Water,80,1.0,False
Vaporeon,,Headbutt,Normal,70,1.0,False
Vaporeon,,Hidden Power,Normal,60,1.0,False
Vaporeon,,Snore,Normal,40,1.0,False
Vaporeon,,Blizzard,Ice,120,0.7,False
Vaporeon,,Hyper Beam,Normal,75,0.9,False
Vaporeon,,Icy Wind,Ice,55,0.95,False
Vaporeon,,Iron Tail,Steel,100,0.75,False
Vaporeon,,Return,Normal,102,1.0,False
Vaporeon,,Shadow Ball,Ghost,80,1.0,False
Vaporeon,,Mud-Slap,Ground,20,1.0,False
Vaporeon,,Swift,Normal,60,1.0,False
Eevee,1.0,Tackle,Normal,35,0.95,False
Eevee,23.0,Quick Attack,Normal,40,1.0,False
Eevee,30.0,Bite,Dark,60,1.0,False
Eevee,,Headbutt,Normal,70,1.0,False
Eevee,,Hidden Power,Normal,60,1.0,False
Eevee,,Snore,Normal,40,1.0,False
Eevee,,Iron Tail,Steel,100,0.75,False
Eevee,,Return,Normal,102,1.0,False
Eevee,,Shadow Ball,Ghost,80,1.0,False
Eevee,,Mud-Slap,Ground,20,1.0,False
Eevee,,Swift,Normal,60,1.0,False
Jolteon,1.0,Tackle,Normal,35,0.95,False
Jolteon,16.0,ThunderShock,Electric,40,1.0,False
Jolteon,23.0,Quick Attack,Normal,40,1.0,False
Jolteon,30.0,Double Kick,Fighting,60,1.0,False
Jolteon,36.0,Pin Missile,Bug,42,0.85,False
Jolteon,52.0,Thunder,Electric,120,0.7,False
Jolteon,,Headbutt,Normal,70,1.0,False
Jolteon,,Zap Cannon,Electric,100,0.5,False
Jolteon,,Hidden Power,Normal,60,1.0,False
Jolteon,,Snore,Normal,40,1.0,False
Jolteon,,Hyper Beam,Normal,75,0.9,False
Jolteon,,Iron Tail,Steel,100,0.75,False
Jolteon,,Return,Normal,102,1.0,False
Jolteon,,Shadow Ball,Ghost,80,1.0,False
Jolteon,,Mud-Slap,Ground,20,1.0,False
Jolteon,,Swift,Normal,60,1.0,False
Eevee,1.0,Tackle,Normal,35,0.95,False
Eevee,23.0,Quick Attack,Normal,40,1.0,False
Eevee,30.0,Bite,Dark,60,1.0,False
Eevee,,Headbutt,Normal,70,1.0,False
Eevee,,Hidden Power,Normal,60,1.0,False
Eevee,,Snore,Normal,40,1.0,False
Eevee,,Iron Tail,Steel,100,0.75,False
Eevee,,Return,Normal,102,1.0,False
Eevee,,Shadow Ball,Ghost,80,1.0,False
Eevee,,Mud-Slap,Ground,20,1.0,False
Eevee,,Swift,Normal,60,1.0,False
Flareon,1.0,Tackle,Normal,35,0.95,False
Flareon,16.0,Ember,Fire,40,1.0,False
Flareon,23.0,Quick Attack,Normal,40,1.0,False
Flareon,30.0,Bite,Dark,60,1.0,False
Flareon,36.0,Fire Spin,Fire,15,0.7,False
Flareon,42.0,Smog,Poison,20,0.7,False
Flareon,52.0,Flamethrower,Fire,95,1.0,False
Flareon,,Headbutt,Normal,70,1.0,False
Flareon,,Zap Cannon,Electric,100,0.5,False
Flareon,,Hidden Power,Normal,60,1.0,False
Flareon,,Snore,Normal,40,1.0,False
Flareon,,Hyper Beam,Normal,75,0.9,False
Flareon,,Iron Tail,Steel,100,0.75,False
Flareon,,Return,Normal,102,1.0,False
Flareon,,Shadow Ball,Ghost,80,1.0,False
Flareon,,Mud-Slap,Ground,20,1.0,False
Flareon,,Fire Blast,Fire,120,0.85,False
Flareon,,Swift,Normal,60,1.0,False
Porygon,1.0,Tackle,Normal,35,0.95,False
Porygon,12.0,Psybeam,Psychic,65,1.0,False
Porygon,36.0,Tri Attack,Normal,80,1.0,False
Porygon,44.0,Zap Cannon,Electric,100,0.5,False
Porygon,,Hidden Power,Normal,60,1.0,False
Porygon,,Snore,Normal,40,1.0,False
Porygon,,Blizzard,Ice,120,0.7,False
Porygon,,Hyper Beam,Normal,75,0.9,False
Porygon,,Icy Wind,Ice,55,0.95,False
Porygon,,Iron Tail,Steel,100,0.75,False
Porygon,,Thunder,Electric,120,0.7,False
Porygon,,Return,Normal,102,1.0,False
Porygon,,Psychic,Psychic,90,1.0,False
Porygon,,Swift,Normal,60,1.0,False
Porygon,,Thief,Dark,40,1.0,False
Porygon2,1.0,Tackle,Normal,35,0.95,False
Porygon2,12.0,Psybeam,Psychic,65,1.0,False
Porygon2,36.0,Tri Attack,Normal,80,1.0,False
Porygon2,44.0,Zap Cannon,Electric,100,0.5,False
Porygon2,,Hidden Power,Normal,60,1.0,False
Porygon2,,Snore,Normal,40,1.0,False
Porygon2,,Blizzard,Ice,120,0.7,False
Porygon2,,Hyper Beam,Normal,75,0.9,False
Porygon2,,Icy Wind,Ice,55,0.95,False
Porygon2,,Iron Tail,Steel,100,0.75,False
Porygon2,,Thunder,Electric,120,0.7,False
Porygon2,,Return,Normal,102,1.0,False
Porygon2,,Psychic,Psychic,90,1.0,False
Porygon2,,Swift,Normal,60,1.0,False
Porygon2,,Thief,Dark,40,1.0,False
Omanyte,1.0,Constrict,Normal,10,1.0,False
Omanyte,13.0,Bite,Dark,60,1.0,False
Omanyte,19.0,Water Gun,Water,40,1.0,False
Omanyte,49.0,AncientPower,Rock,60,1.0,False
Omanyte,55.0,Hydro Pump,Water,120,0.8,False
Omanyte,,Surf,Water,95,1.0,False
Omanyte,,Whirlpool,Water,15,0.7,False
Omanyte,,Headbutt,Normal,70,1.0,False
Omanyte,,Rollout,Rock,30,0.9,False
Omanyte,,Rock Smash,Fighting,20,1.0,False
Omanyte,,Hidden Power,Normal,60,1.0,False
Omanyte,,Snore,Normal,40,1.0,False
Omanyte,,Blizzard,Ice,120,0.7,False
Omanyte,,Icy Wind,Ice,55,0.95,False
Omanyte,,Return,Normal,102,1.0,False
Omanyte,,Thief,Dark,40,1.0,False
Omastar,1.0,Bite,Dark,60,1.0,False
Omastar,1.0,Constrict,Normal,10,1.0,False
Omastar,19.0,Water Gun,Water,40,1.0,False
Omastar,40.0,Spike Cannon,Normal,60,1.0,False
Omastar,54.0,AncientPower,Rock,60,1.0,False
Omastar,65.0,Hydro Pump,Water,120,0.8,False
Omastar,,Surf,Water,95,1.0,False
Omastar,,Whirlpool,Water,15,0.7,False
Omastar,,Headbutt,Normal,70,1.0,False
Omastar,,Rollout,Rock,30,0.9,False
Omastar,,Rock Smash,Fighting,20,1.0,False
Omastar,,Hidden Power,Normal,60,1.0,False
Omastar,,Snore,Normal,40,1.0,False
Omastar,,Blizzard,Ice,120,0.7,False
Omastar,,Hyper Beam,Normal,75,0.9,False
Omastar,,Icy Wind,Ice,55,0.95,False
Omastar,,Return,Normal,102,1.0,False
Omastar,,Thief,Dark,40,1.0,False
Kabuto,1.0,Scratch,Normal,40,1.0,False
Kabuto,10.0,Absorb,Grass,20,1.0,False
Kabuto,46.0,Mega Drain,Grass,40,1.0,False
Kabuto,55.0,AncientPower,Rock,60,1.0,False
Kabuto,,Rollout,Rock,30,0.9,False
Kabuto,,Rock Smash,Fighting,20,1.0,False
Kabuto,,Hidden Power,Normal,60,1.0,False
Kabuto,,Snore,Normal,40,1.0,False
Kabuto,,Blizzard,Ice,120,0.7,False
Kabuto,,Icy Wind,Ice,55,0.95,False
Kabuto,,Giga Drain,Grass,60,1.0,False
Kabuto,,Return,Normal,102,1.0,False
Kabuto,,Thief,Dark,40,1.0,False
Kabutops,1.0,Absorb,Grass,20,1.0,False
Kabutops,1.0,Scratch,Normal,40,1.0,False
Kabutops,40.0,Slash,Normal,70,1.0,True
Kabutops,51.0,Mega Drain,Grass,40,1.0,False
Kabutops,65.0,AncientPower,Rock,60,1.0,False
Kabutops,,Cut,Normal,50,0.95,False
Kabutops,,Surf,Water,95,1.0,False
Kabutops,,Whirlpool,Water,15,0.7,False
Kabutops,,Headbutt,Normal,70,1.0,False
Kabutops,,Rollout,Rock,30,0.9,False
Kabutops,,Rock Smash,Fighting,20,1.0,False
Kabutops,,Hidden Power,Normal,60,1.0,False
Kabutops,,Snore,Normal,40,1.0,False
Kabutops,,Blizzard,Ice,120,0.7,False
Kabutops,,Hyper Beam,Normal,75,0.9,False
Kabutops,,Icy Wind,Ice,55,0.95,False
Kabutops,,Giga Drain,Grass,60,1.0,False
Kabutops,,Return,Normal,102,1.0,False
Kabutops,,Thief,Dark,40,1.0,False
Kabutops,,Fury Cutter,Bug,10,0.95,False
Aerodactyl,1.0,Wing Attack,Flying,60,1.0,False
Aerodactyl,15.0,Bite,Dark,60,1.0,False
Aerodactyl,29.0,AncientPower,Rock,60,1.0,False
Aerodactyl,50.0,Hyper Beam,Normal,75,0.9,False
Aerodactyl,,Fly,Flying,70,0.95,False
Aerodactyl,,Headbutt,Normal,70,1.0,False
Aerodactyl,,Rock Smash,Fighting,20,1.0,False
Aerodactyl,,Hidden Power,Normal,60,1.0,False
Aerodactyl,,Snore,Normal,40,1.0,False
Aerodactyl,,Iron Tail,Steel,100,0.75,False
Aerodactyl,,DragonBreath,Dragon,60,1.0,False
Aerodactyl,,Earthquake,Ground,100,1.0,False
Aerodactyl,,Return,Normal,102,1.0,False
Aerodactyl,,Fire Blast,Fire,120,0.85,False
Aerodactyl,,Swift,Normal,60,1.0,False
Aerodactyl,,Steel Wing,Steel,70,0.9,False
Snorlax,1.0,Tackle,Normal,35,0.95,False
Snorlax,29.0,Headbutt,Normal,70,1.0,False
Snorlax,36.0,Snore,Normal,40,1.0,False
Snorlax,43.0,Body Slam,Normal,85,1.0,False
Snorlax,50.0,Rollout,Rock,30,0.9,False
Snorlax,57.0,Hyper Beam,Normal,75,0.9,False
Snorlax,,Surf,Water,95,1.0,False
Snorlax,,Strength,Normal,80,1.0,False
Snorlax,,DynamicPunch,Fighting,100,0.5,False
Snorlax,,Zap Cannon,Electric,100,0.5,False
Snorlax,,Rock Smash,Fighting,20,1.0,False
Snorlax,,Hidden Power,Normal,60,1.0,False
Snorlax,,Blizzard,Ice,120,0.7,False
Snorlax,,Icy Wind,Ice,55,0.95,False
Snorlax,,Thunder,Electric,120,0.7,False
Snorlax,,Earthquake,Ground,100,1.0,False
Snorlax,,Return,Normal,102,1.0,False
Snorlax,,Psychic,Psychic,90,1.0,False
Snorlax,,Shadow Ball,Ghost,80,1.0,False
Snorlax,,Mud-Slap,Ground,20,1.0,False
Snorlax,,Ice Punch,Ice,75,1.0,False
Snorlax,,Fire Blast,Fire,120,0.85,False
Snorlax,,ThunderPunch,Electric,75,1.0,False
Snorlax,,Fire Punch,Fire,75,1.0,False
Articuno,1.0,Gust,Flying,40,1.0,False
Articuno,1.0,Powder Snow,Ice,40,1.0,False
Articuno,49.0,Ice Beam,Ice,95,1.0,False
Articuno,73.0,Blizzard,Ice,120,0.7,False
Articuno,,Fly,Flying,70,0.95,False
Articuno,,Rock Smash,Fighting,20,1.0,False
Articuno,,Hidden Power,Normal,60,1.0,False
Articuno,,Snore,Normal,40,1.0,False
Articuno,,Hyper Beam,Normal,75,0.9,False
Articuno,,Icy Wind,Ice,55,0.95,False
Articuno,,Return,Normal,102,1.0,False
Articuno,,Mud-Slap,Ground,20,1.0,False
Articuno,,Swift,Normal,60,1.0,False
Articuno,,Steel Wing,Steel,70,0.9,False
Zapdos,1.0,Peck,Flying,35,1.0,False
Zapdos,1.0,ThunderShock,Electric,40,1.0,False
Zapdos,49.0,Drill Peck,Flying,80,1.0,False
Zapdos,73.0,Thunder,Electric,120,0.7,False
Zapdos,,Fly,Flying,70,0.95,False
Zapdos,,Zap Cannon,Electric,100,0.5,False
Zapdos,,Rock Smash,Fighting,20,1.0,False
Zapdos,,Hidden Power,Normal,60,1.0,False
Zapdos,,Snore,Normal,40,1.0,False
Zapdos,,Hyper Beam,Normal,75,0.9,False
Zapdos,,Return,Normal,102,1.0,False
Zapdos,,Mud-Slap,Ground,20,1.0,False
Zapdos,,Swift,Normal,60,1.0,False
Zapdos,,Steel Wing,Steel,70,0.9,False
Moltres,1.0,Ember,Fire,40,1.0,False
Moltres,1.0,Wing Attack,Flying,60,1.0,False
Moltres,13.0,Fire Spin,Fire,15,0.7,False
Moltres,49.0,Flamethrower,Fire,95,1.0,False
Moltres,,Fly,Flying,70,0.95,False
Moltres,,Rock Smash,Fighting,20,1.0,False
Moltres,,Hidden Power,Normal,60,1.0,False
Moltres,,Snore,Normal,40,1.0,False
Moltres,,Hyper Beam,Normal,75,0.9,False
Moltres,,Return,Normal,102,1.0,False
Moltres,,Mud-Slap,Ground,20,1.0,False
Moltres,,Fire Blast,Fire,120,0.85,False
Moltres,,Swift,Normal,60,1.0,False
Moltres,,Steel Wing,Steel,70,0.9,False
Dratini,1.0,Wrap,Normal,15,0.85,False
Dratini,15.0,Twister,Dragon,40,1.0,False
Dratini,29.0,Slam,Normal,80,0.75,False
Dratini,50.0,Outrage,Dragon,90,1.0,False
Dratini,57.0,Hyper Beam,Normal,75,0.9,False
Dratini,,Surf,Water,95,1.0,False
Dratini,,Waterfall,Water,80,1.0,False
Dratini,,Headbutt,Normal,70,1.0,False
Dratini,,Zap Cannon,Electric,100,0.5,False
Dratini,,Hidden Power,Normal,60,1.0,False
Dratini,,Snore,Normal,40,1.0,False
Dratini,,Blizzard,Ice,120,0.7,False
Dratini,,Icy Wind,Ice,55,0.95,False
Dratini,,Iron Tail,Steel,100,0.75,False
Dratini,,DragonBreath,Dragon,60,1.0,False
Dratini,,Thunder,Electric,120,0.7,False
Dratini,,Return,Normal,102,1.0,False
Dratini,,Fire Blast,Fire,120,0.85,False
Dratini,,Swift,Normal,60,1.0,False
Dragonair,1.0,Twister,Dragon,40,1.0,False
Dragonair,1.0,Wrap,Normal,15,0.85,False
Dragonair,29.0,Slam,Normal,80,0.75,False
Dragonair,56.0,Outrage,Dragon,90,1.0,False
Dragonair,65.0,Hyper Beam,Normal,75,0.9,False
Dragonair,,Surf,Water,95,1.0,False
Dragonair,,Waterfall,Water,80,1.0,False
Dragonair,,Headbutt,Normal,70,1.0,False
Dragonair,,Zap Cannon,Electric,100,0.5,False
Dragonair,,Hidden Power,Normal,60,1.0,False
Dragonair,,Snore,Normal,40,1.0,False
Dragonair,,Blizzard,Ice,120,0.7,False
Dragonair,,Icy Wind,Ice,55,0.95,False
Dragonair,,Iron Tail,Steel,100,0.75,False
Dragonair,,DragonBreath,Dragon,60,1.0,False
Dragonair,,Thunder,Electric,120,0.7,False
Dragonair,,Return,Normal,102,1.0,False
Dragonair,,Fire Blast,Fire,120,0.85,False
Dragonair,,Swift,Normal,60,1.0,False
Dragonite,1.0,Twister,Dragon,40,1.0,False
Dragonite,1.0,Wrap,Normal,15,0.85,False
Dragonite,29.0,Slam,Normal,80,0.75,False
Dragonite,55.0,Wing Attack,Flying,60,1.0,False
Dragonite,61.0,Outrage,Dragon,90,1.0,False
Dragonite,75.0,Hyper Beam,Normal,75,0.9,False
Dragonite,,Fly,Flying,70,0.95,False
Dragonite,,Surf,Water,95,1.0,False
Dragonite,,Strength,Normal,80,1.0,False
Dragonite,,Whirlpool,Water,15,0.7,False
Dragonite,,Waterfall,Water,80,1.0,False
Dragonite,,DynamicPunch,Fighting,100,0.5,False
Dragonite,,Headbutt,Normal,70,1.0,False
Dragonite,,Zap Cannon,Electric,100,0.5,False
Dragonite,,Rock Smash,Fighting,20,1.0,False
Dragonite,,Hidden Power,Normal,60,1.0,False
Dragonite,,Snore,Normal,40,1.0,False
Dragonite,,Blizzard,Ice,120,0.7,False
Dragonite,,Icy Wind,Ice,55,0.95,False
Dragonite,,Iron Tail,Steel,100,0.75,False
Dragonite,,DragonBreath,Dragon,60,1.0,False
Dragonite,,Thunder,Electric,120,0.7,False
Dragonite,,Return,Normal,102,1.0,False
Dragonite,,Mud-Slap,Ground,20,1.0,False
Dragonite,,Ice Punch,Ice,75,1.0,False
Dragonite,,Fire Blast,Fire,120,0.85,False
Dragonite,,Swift,Normal,60,1.0,False
Dragonite,,ThunderPunch,Electric,75,1.0,False
Dragonite,,Steel Wing,Steel,70,0.9,False
Dragonite,,Fire Punch,Fire,75,1.0,False
Dragonite,,Fury Cutter,Bug,10,0.95,False
Mewtwo,1.0,Confusion,Psychic,50,1.0,False
Mewtwo,22.0,Swift,Normal,60,1.0,False
Mewtwo,44.0,Future Sight,Psychic,80,0.9,False
Mewtwo,66.0,Psychic,Psychic,90,1.0,False
Mewtwo,,Strength,Normal,80,1.0,False
Mewtwo,,DynamicPunch,Fighting,100,0.5,False
Mewtwo,,Headbutt,Normal,70,1.0,False
Mewtwo,,Zap Cannon,Electric,100,0.5,False
Mewtwo,,Rock Smash,Fighting,20,1.0,False
Mewtwo,,Hidden Power,Normal,60,1.0,False
Mewtwo,,Snore,Normal,40,1.0,False
Mewtwo,,Blizzard,Ice,120,0.7,False
Mewtwo,,Hyper Beam,Normal,75,0.9,False
Mewtwo,,Icy Wind,Ice,55,0.95,False
Mewtwo,,Iron Tail,Steel,100,0.75,False
Mewtwo,,Thunder,Electric,120,0.7,False
Mewtwo,,Return,Normal,102,1.0,False
Mewtwo,,Shadow Ball,Ghost,80,1.0,False
Mewtwo,,Mud-Slap,Ground,20,1.0,False
Mewtwo,,Ice Punch,Ice,75,1.0,False
Mewtwo,,Fire Blast,Fire,120,0.85,False
Mewtwo,,ThunderPunch,Electric,75,1.0,False
Mewtwo,,Fire Punch,Fire,75,1.0,False
Mew,1.0,Pound,Normal,40,1.0,False
Mew,20.0,Mega Punch,Normal,80,0.85,False
Mew,40.0,Psychic,Psychic,90,1.0,False
Mew,50.0,AncientPower,Rock,60,1.0,False
Mew,,Cut,Normal,50,0.95,False
Mew,,Fly,Flying,70,0.95,False
Mew,,Surf,Water,95,1.0,False
Mew,,Strength,Normal,80,1.0,False
Mew,,Whirlpool,Water,15,0.7,False
Mew,,Waterfall,Water,80,1.0,False
Mew,,DynamicPunch,Fighting,100,0.5,False
Mew,,Headbutt,Normal,70,1.0,False
Mew,,Rollout,Rock,30,0.9,False
Mew,,Zap Cannon,Electric,100,0.5,False
Mew,,Rock Smash,Fighting,20,1.0,False
Mew,,Hidden Power,Normal,60,1.0,False
Mew,,Snore,Normal,40,1.0,False
Mew,,Blizzard,Ice,120,0.7,False
Mew,,Hyper Beam,Normal,75,0.9,False
Mew,,Icy Wind,Ice,55,0.95,False
Mew,,Giga Drain,Grass,60,1.0,False
Mew,,Iron Tail,Steel,100,0.75,False
Mew,,DragonBreath,Dragon,60,1.0,False
Mew,,Thunder,Electric,120,0.7,False
Mew,,Earthquake,Ground,100,1.0,False
Mew,,Return,Normal,102,1.0,False
Mew,,Dig,Ground,60,1.0,False
Mew,,Shadow Ball,Ghost,80,1.0,False
Mew,,Mud-Slap,Ground,20,1.0,False
Mew,,Ice Punch,Ice,75,1.0,False
Mew,,Sludge Bomb,Poison,90,1.0,False
Mew,,Fire Blast,Fire,120,0.85,False
Mew,,Swift,Normal,60,1.0,False
Mew,,ThunderPunch,Electric,75,1.0,False
Mew,,Thief,Dark,40,1.0,False
Mew,,Steel Wing,Steel,70,0.9,False
Mew,,Fire Punch,Fire,75,1.0,False
Mew,,Fury Cutter,Bug,10,0.95,False
Chikorita,1.0,Tackle,Normal,35,0.95,False
Chikorita,8.0,Razor Leaf,Grass,55,0.95,True
Chikorita,29.0,Body Slam,Normal,85,1.0,False
Chikorita,,Cut,Normal,50,0.95,False
Chikorita,,Headbutt,Normal,70,1.0,False
Chikorita,,Hidden Power,Normal,60,1.0,False
Chikorita,,Snore,Normal,40,1.0,False
Chikorita,,Giga Drain,Grass,60,1.0,False
Chikorita,,Iron Tail,Steel,100,0.75,False
Chikorita,,Return,Normal,102,1.0,False
Chikorita,,Mud-Slap,Ground,20,1.0,False
Bayleef,1.0,Razor Leaf,Grass,55,0.95,True
Bayleef,1.0,Tackle,Normal,35,0.95,False
Bayleef,31.0,Body Slam,Normal,85,1.0,False
Bayleef,,Cut,Normal,50,0.95,False
Bayleef,,Strength,Normal,80,1.0,False
Bayleef,,Headbutt,Normal,70,1.0,False
Bayleef,,Rock Smash,Fighting,20,1.0,False
Bayleef,,Hidden Power,Normal,60,1.0,False
Bayleef,,Snore,Normal,40,1.0,False
Bayleef,,Giga Drain,Grass,60,1.0,False
Bayleef,,Iron Tail,Steel,100,0.75,False
Bayleef,,Return,Normal,102,1.0,False
Bayleef,,Mud-Slap,Ground,20,1.0,False
Bayleef,,Fury Cutter,Bug,10,0.95,False
Meganium,1.0,Razor Leaf,Grass,55,0.95,True
Meganium,1.0,Tackle,Normal,35,0.95,False
Meganium,31.0,Body Slam,Normal,85,1.0,False
Meganium,,Cut,Normal,50,0.95,False
Meganium,,Strength,Normal,80,1.0,False
Meganium,,Headbutt,Normal,70,1.0,False
Meganium,,Rock Smash,Fighting,20,1.0,False
Meganium,,Hidden Power,Normal,60,1.0,False
Meganium,,Snore,Normal,40,1.0,False
Meganium,,Hyper Beam,Normal,75,0.9,False
Meganium,,Giga Drain,Grass,60,1.0,False
Meganium,,Iron Tail,Steel,100,0.75,False
Meganium,,Earthquake,Ground,100,1.0,False
Meganium,,Return,Normal,102,1.0,False
Meganium,,Mud-Slap,Ground,20,1.0,False
Meganium,,Fury Cutter,Bug,10,0.95,False
Cyndaquil,1.0,Tackle,Normal,35,0.95,False
Cyndaquil,12.0,Ember,Fire,40,1.0,False
Cyndaquil,19.0,Quick Attack,Normal,40,1.0,False
Cyndaquil,27.0,Flame Wheel,Fire,60,1.0,False
Cyndaquil,36.0,Swift,Normal,60,1.0,False
Cyndaquil,46.0,Flamethrower,Fire,95,1.0,False
Cyndaquil,,Cut,Normal,50,0.95,False
Cyndaquil,,Headbutt,Normal,70,1.0,False
Cyndaquil,,Rollout,Rock,30,0.9,False
Cyndaquil,,Hidden Power,Normal,60,1.0,False
Cyndaquil,,Snore,Normal,40,1.0,False
Cyndaquil,,Iron Tail,Steel,100,0.75,False
Cyndaquil,,Return,Normal,102,1.0,False
Cyndaquil,,Dig,Ground,60,1.0,False
Cyndaquil,,Mud-Slap,Ground,20,1.0,False
Cyndaquil,,Fire Blast,Fire,120,0.85,False
Quilava,1.0,Tackle,Normal,35,0.95,False
Quilava,12.0,Ember,Fire,40,1.0,False
Quilava,21.0,Quick Attack,Normal,40,1.0,False
Quilava,31.0,Flame Wheel,Fire,60,1.0,False
Quilava,42.0,Swift,Normal,60,1.0,False
Quilava,54.0,Flamethrower,Fire,95,1.0,False
Quilava,,Cut,Normal,50,0.95,False
Quilava,,Strength,Normal,80,1.0,False
Quilava,,Headbutt,Normal,70,1.0,False
Quilava,,Rollout,Rock,30,0.9,False
Quilava,,Rock Smash,Fighting,20,1.0,False
Quilava,,Hidden Power,Normal,60,1.0,False
Quilava,,Snore,Normal,40,1.0,False
Quilava,,Iron Tail,Steel,100,0.75,False
Quilava,,Return,Normal,102,1.0,False
Quilava,,Dig,Ground,60,1.0,False
Quilava,,Mud-Slap,Ground,20,1.0,False
Quilava,,Fire Blast,Fire,120,0.85,False
Quilava,,Fury Cutter,Bug,10,0.95,False
Typhlosion,1.0,Ember,Fire,40,1.0,False
Typhlosion,1.0,Tackle,Normal,35,0.95,False
Typhlosion,21.0,Quick Attack,Normal,40,1.0,False
Typhlosion,31.0,Flame Wheel,Fire,60,1.0,False
Typhlosion,45.0,Swift,Normal,60,1.0,False
Typhlosion,60.0,Flamethrower,Fire,95,1.0,False
Typhlosion,,Cut,Normal,50,0.95,False
Typhlosion,,Strength,Normal,80,1.0,False
Typhlosion,,DynamicPunch,Fighting,100,0.5,False
Typhlosion,,Headbutt,Normal,70,1.0,False
Typhlosion,,Rollout,Rock,30,0.9,False
Typhlosion,,Rock Smash,Fighting,20,1.0,False
Typhlosion,,Hidden Power,Normal,60,1.0,False
Typhlosion,,Snore,Normal,40,1.0,False
Typhlosion,,Hyper Beam,Normal,75,0.9,False
Typhlosion,,Iron Tail,Steel,100,0.75,False
Typhlosion,,Earthquake,Ground,100,1.0,False
Typhlosion,,Return,Normal,102,1.0,False
Typhlosion,,Dig,Ground,60,1.0,False
Typhlosion,,Mud-Slap,Ground,20,1.0,False
Typhlosion,,Fire Blast,Fire,120,0.85,False
Typhlosion,,ThunderPunch,Electric,75,1.0,False
Typhlosion,,Fire Punch,Fire,75,1.0,False
Typhlosion,,Fury Cutter,Bug,10,0.95,False
Totodile,1.0,Scratch,Normal,40,1.0,False
Totodile,7.0,Rage,Normal,20,1.0,False
Totodile,13.0,Water Gun,Water,40,1.0,False
Totodile,20.0,Bite,Dark,60,1.0,False
Totodile,35.0,Slash,Normal,70,1.0,True
Totodile,52.0,Hydro Pump,Water,120,0.8,False
Totodile,,Cut,Normal,50,0.95,False
Totodile,,Surf,Water,95,1.0,False
Totodile,,Whirlpool,Water,15,0.7,False
Totodile,,DynamicPunch,Fighting,100,0.5,False
Totodile,,Headbutt,Normal,70,1.0,False
Totodile,,Hidden Power,Normal,60,1.0,False
